timestamp,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
1540821095597876000,-0.12449784576892853,-0.22026541829109192,9.691679000854492,-0.009587380103766918,-0.003195793367922306,-0.001065264455974102
1540821095599871000,-0.11013270914554596,-0.22026541829109192,9.706043243408203,-0.006391586735844612,-0.004261057823896408,-0.002130528911948204
1540821095601871000,-0.12449784576892853,-0.1867467761039734,9.677313804626465,-0.006391586735844612,-0.002130528911948204,-0.00532632227987051
1540821095603869000,-0.11013270914554596,-0.2250538021326065,9.725196838378906,-0.004261057823896408,0.001065264455974102,-0.003195793367922306
1540821095605868000,-0.10534433275461197,-0.20590028166770935,9.753927230834961,-0.001065264455974102,-0.003195793367922306,-0.002130528911948204
1540821095607871000,-0.11013270914554596,-0.2346305549144745,9.782657623291016,-0.001065264455974102,-0.002130528911948204,-0.003195793367922306
1540821095609870000,-0.11970946937799454,-0.21068866550922394,9.763504028320312,-0.001065264455974102,-0.002130528911948204,-0.003195793367922306
1540821095611872000,-0.1340745985507965,-0.21068866550922394,9.81138801574707,-0.004261057823896408,-0.002130528911948204,-0.003195793367922306
1540821095613872000,-0.16280487179756165,-0.2346305549144745,9.768292427062988,-0.00532632227987051,-0.00532632227987051,-0.002130528911948204
1540821095615871000,-0.16280487179756165,-0.21547704935073853,9.773080825805664,-0.006391586735844612,-0.008522115647792816,-0.002130528911948204
1540821095617871000,-0.14843973517417908,-0.17238163948059082,9.749138832092285,-0.003195793367922306,-0.006391586735844612,-0.002130528911948204
1540821095619872000,-0.14365136623382568,-0.24420730769634247,9.686890602111816,-0.003195793367922306,-0.002130528911948204,-0.003195793367922306
1540821095621870000,-0.10534433275461197,-0.2298421859741211,9.749138832092285,-0.00532632227987051,-0.002130528911948204,-0.001065264455974102
1540821095623871000,-0.10055595636367798,-0.25378406047821045,9.768292427062988,-0.004261057823896408,-0.002130528911948204,-0.004261057823896408
1540821095625871000,-0.11970946937799454,-0.2346305549144745,9.749138832092285,-0.00532632227987051,-0.0,-0.004261057823896408
1540821095627873000,-0.11013270914554596,-0.21547704935073853,9.787446022033691,-0.002130528911948204,-0.001065264455974102,-0.002130528911948204
1540821095629872000,-0.12449784576892853,-0.23941893875598907,9.816176414489746,-0.002130528911948204,-0.001065264455974102,-0.001065264455974102
1540821095631876000,-0.08619081974029541,-0.21068866550922394,9.753927230834961,-0.004261057823896408,-0.003195793367922306,-0.002130528911948204
1540821095633873000,-0.10055595636367798,-0.21068866550922394,9.816176414489746,-0.00532632227987051,-0.00532632227987051,-0.003195793367922306
1540821095635875000,-0.12449784576892853,-0.22026541829109192,9.782657623291016,-0.006391586735844612,-0.00532632227987051,-0.002130528911948204
1540821095637874000,-0.1819583922624588,-0.2298421859741211,9.753927230834961,-0.01065264455974102,-0.004261057823896408,-0.002130528911948204
1540821095639873000,-0.12449784576892853,-0.23941893875598907,9.658160209655762,-0.007456851191818714,-0.003195793367922306,-0.003195793367922306
1540821095641875000,-0.1388629823923111,-0.20590028166770935,9.701254844665527,-0.009587380103766918,-0.00532632227987051,-0.002130528911948204
1540821095643872000,-0.08140243589878082,-0.20590028166770935,9.758715629577637,-0.006391586735844612,-0.002130528911948204,-0.003195793367922306
1540821095645872000,-0.08619081974029541,-0.21068866550922394,9.729985237121582,-0.006391586735844612,-0.003195793367922306,-0.004261057823896408
1540821095647871000,-0.11970946937799454,-0.24899569153785706,9.768292427062988,-0.002130528911948204,-0.00532632227987051,-0.004261057823896408
1540821095649872000,-0.1388629823923111,-0.21547704935073853,9.768292427062988,0.001065264455974102,-0.00532632227987051,-0.003195793367922306
1540821095651871000,-0.10534433275461197,-0.20590028166770935,9.816176414489746,-0.00532632227987051,-0.00532632227987051,-0.004261057823896408
1540821095653872000,-0.11492109298706055,-0.2346305549144745,9.763504028320312,-0.007456851191818714,-0.003195793367922306,-0.00532632227987051
1540821095655874000,-0.1388629823923111,-0.24420730769634247,9.710831642150879,-0.00532632227987051,-0.00532632227987051,-0.002130528911948204
1540821095657872000,-0.1388629823923111,-0.2250538021326065,9.696466445922852,-0.00532632227987051,-0.00532632227987051,-0.00532632227987051
1540821095659876000,-0.1388629823923111,-0.2250538021326065,9.696466445922852,-0.00532632227987051,-0.00532632227987051,-0.00532632227987051
1540821095661875000,-0.1340745985507965,-0.2298421859741211,9.729985237121582,-0.003195793367922306,-0.00532632227987051,-0.001065264455974102
1540821095663875000,-0.10534433275461197,-0.2250538021326065,9.715620040893555,-0.00532632227987051,-0.003195793367922306,-0.0
1540821095665875000,-0.08619081974029541,-0.2298421859741211,9.763504028320312,-0.00532632227987051,-0.001065264455974102,-0.003195793367922306
1540821095667876000,-0.12449784576892853,-0.20111191272735596,9.763504028320312,-0.003195793367922306,0.001065264455974102,-0.0
1540821095669875000,-0.10534433275461197,-0.2729375958442688,9.768292427062988,-0.00532632227987051,-0.003195793367922306,-0.001065264455974102
1540821095671873000,-0.1388629823923111,-0.19632352888584137,9.782657623291016,-0.00532632227987051,-0.006391586735844612,-0.00532632227987051
1540821095673875000,-0.14843973517417908,-0.20590028166770935,9.753927230834961,-0.004261057823896408,-0.00532632227987051,-0.004261057823896408
1540821095675874000,-0.15322811901569366,-0.19632352888584137,9.74435043334961,-0.00532632227987051,-0.00532632227987051,-0.006391586735844612
1540821095677882000,-0.1819583922624588,-0.20111191272735596,9.710831642150879,-0.007456851191818714,-0.00532632227987051,-0.006391586735844612
1540821095679875000,-0.14365136623382568,-0.22026541829109192,9.710831642150879,-0.003195793367922306,-0.00532632227987051,-0.003195793367922306
1540821095681873000,-0.11492109298706055,-0.1867467761039734,9.725196838378906,-0.00532632227987051,-0.00532632227987051,-0.00532632227987051
1540821095683871000,-0.12449784576892853,-0.20111191272735596,9.74435043334961,-0.004261057823896408,0.001065264455974102,-0.007456851191818714
1540821095685870000,-0.11492109298706055,-0.20111191272735596,9.739562034606934,-0.003195793367922306,-0.0,-0.003195793367922306
1540821095687872000,-0.11970946937799454,-0.19632352888584137,9.763504028320312,-0.00532632227987051,-0.0,-0.002130528911948204
1540821095689871000,-0.12449784576892853,-0.19632352888584137,9.782657623291016,-0.006391586735844612,0.001065264455974102,-0.003195793367922306
1540821095691874000,-0.15322811901569366,-0.21547704935073853,9.77786922454834,-0.00532632227987051,-0.004261057823896408,-0.004261057823896408
1540821095693873000,-0.11970946937799454,-0.20590028166770935,9.782657623291016,-0.00532632227987051,-0.00532632227987051,-0.002130528911948204
1540821095695876000,-0.10534433275461197,-0.2346305549144745,9.763504028320312,-0.004261057823896408,-0.004261057823896408,-0.00532632227987051
1540821095697876000,-0.1340745985507965,-0.2729375958442688,9.768292427062988,-0.006391586735844612,-0.002130528911948204,-0.0
1540821095699873000,-0.1771700084209442,-0.2250538021326065,9.696466445922852,-0.007456851191818714,-0.00532632227987051,-0.002130528911948204
1540821095701873000,-0.12928622961044312,-0.25378406047821045,9.729985237121582,-0.004261057823896408,-0.004261057823896408,-0.001065264455974102
1540821095703873000,-0.11013270914554596,-0.19632352888584137,9.773080825805664,-0.004261057823896408,-0.003195793367922306,-0.003195793367922306
1540821095705874000,-0.16280487179756165,-0.2298421859741211,9.753927230834961,-0.002130528911948204,-0.001065264455974102,-0.004261057823896408
1540821095707873000,-0.1388629823923111,-0.20590028166770935,9.806599617004395,-0.003195793367922306,0.001065264455974102,-0.003195793367922306
1540821095709873000,-0.11013270914554596,-0.20111191272735596,9.729985237121582,-0.002130528911948204,-0.001065264455974102,-0.003195793367922306
1540821095711875000,-0.12928622961044312,-0.21547704935073853,9.749138832092285,-0.002130528911948204,-0.003195793367922306,-0.004261057823896408
1540821095713876000,-0.12928622961044312,-0.1819583922624588,9.77786922454834,-0.002130528911948204,-0.00532632227987051,-0.002130528911948204
1540821095715874000,-0.11013270914554596,-0.21547704935073853,9.753927230834961,-0.006391586735844612,-0.006391586735844612,-0.00532632227987051
1540821095717874000,-0.16759325563907623,-0.19153514504432678,9.773080825805664,-0.007456851191818714,-0.001065264455974102,-0.00532632227987051
1540821095719873000,-0.14365136623382568,-0.19632352888584137,9.729985237121582,-0.006391586735844612,-0.001065264455974102,-0.004261057823896408
1540821095721870000,-0.11970946937799454,-0.2346305549144745,9.763504028320312,-0.00532632227987051,-0.004261057823896408,-0.004261057823896408
1540821095723871000,-0.12928622961044312,-0.2298421859741211,9.763504028320312,-0.004261057823896408,-0.004261057823896408,-0.00532632227987051
1540821095725871000,-0.1340745985507965,-0.24420730769634247,9.77786922454834,-0.001065264455974102,-0.002130528911948204,-0.004261057823896408
1540821095727871000,-0.1388629823923111,-0.22026541829109192,9.787446022033691,-0.00532632227987051,-0.001065264455974102,0.001065264455974102
1540821095729877000,-0.1340745985507965,-0.24420730769634247,9.787446022033691,-0.00532632227987051,-0.003195793367922306,-0.002130528911948204
1540821095731876000,-0.1340745985507965,-0.24420730769634247,9.787446022033691,-0.00532632227987051,-0.003195793367922306,-0.002130528911948204
1540821095733875000,-0.1340745985507965,-0.24420730769634247,9.773080825805664,-0.00532632227987051,-0.003195793367922306,-0.00532632227987051
1540821095735872000,-0.16280487179756165,-0.2250538021326065,9.792234420776367,-0.007456851191818714,-0.004261057823896408,-0.003195793367922306
1540821095737874000,-0.15801650285720825,-0.21547704935073853,9.782657623291016,-0.008522115647792816,-0.004261057823896408,-0.004261057823896408
1540821095739875000,-0.10055595636367798,-0.21547704935073853,9.734773635864258,-0.008522115647792816,-0.004261057823896408,-0.003195793367922306
1540821095741874000,-0.16280487179756165,-0.20590028166770935,9.74435043334961,-0.008522115647792816,-0.003195793367922306,-0.002130528911948204
1540821095743874000,-0.1340745985507965,-0.19632352888584137,9.72040843963623,-0.007456851191818714,-0.003195793367922306,-0.004261057823896408
1540821095745874000,-0.10055595636367798,-0.21547704935073853,9.725196838378906,-0.004261057823896408,-0.003195793367922306,-0.004261057823896408
1540821095747873000,-0.11492109298706055,-0.2346305549144745,9.753927230834961,-0.00532632227987051,-0.004261057823896408,-0.003195793367922306
1540821095749880000,-0.12449784576892853,-0.21547704935073853,9.74435043334961,-0.00532632227987051,-0.002130528911948204,-0.003195793367922306
1540821095751873000,-0.11492109298706055,-0.21068866550922394,9.74435043334961,-0.007456851191818714,-0.003195793367922306,-0.003195793367922306
1540821095753871000,-0.1340745985507965,-0.21068866550922394,9.77786922454834,-0.008522115647792816,-0.00532632227987051,-0.006391586735844612
1540821095755870000,-0.16759325563907623,-0.20111191272735596,9.72040843963623,-0.008522115647792816,-0.003195793367922306,-0.004261057823896408
1540821095757871000,-0.16280487179756165,-0.2298421859741211,9.74435043334961,-0.006391586735844612,-0.003195793367922306,-0.006391586735844612
1540821095759871000,-0.15322811901569366,-0.22026541829109192,9.763504028320312,-0.004261057823896408,-0.004261057823896408,-0.00532632227987051
