timestamp,cam_id,img_path,imu_start_ts,imu_end_ts,pos_x,pos_y,pos_z,ori_w,vel_x,vel_y,vel_z
1540821095628558395,0,/Users/uni/dl_project_workspace/drone-vision-transformer/data/images/frame_1540821095628558395.jpg,1.5408210955285583e+18,1.5408210956285583e+18,7.48160832414619,-0.00592294838029983,-0.907925948444432,-0.45503162538919,0.0,0.0,0.0
1540821095628558395,1,/Users/uni/dl_project_workspace/drone-vision-transformer/data/images/frame_1540821095628558395.jpg,1.5408210955285583e+18,1.5408210956285583e+18,7.48160832414619,-0.00592294838029983,-0.907925948444432,-0.45503162538919,0.0,0.0,0.0
1540821095661733604,0,/Users/uni/dl_project_workspace/drone-vision-transformer/data/images/frame_1540821095661733604.jpg,1.5408210955617336e+18,1.5408210956617336e+18,7.48160832414619,-0.00592294838029983,-0.907925948444432,-0.45503162538919,0.0,0.0,0.0
1540821095661733604,1,/Users/uni/dl_project_workspace/drone-vision-transformer/data/images/frame_1540821095661733604.jpg,1.5408210955617336e+18,1.5408210956617336e+18,7.48160832414619,-0.00592294838029983,-0.907925948444432,-0.45503162538919,0.0,0.0,0.0
1540821095694906448,0,/Users/uni/dl_project_workspace/drone-vision-transformer/data/images/frame_1540821095694906448.jpg,1.5408210955949064e+18,1.5408210956949064e+18,7.48160832414619,-0.00592294838029983,-0.907925948444432,-0.45503162538919,0.0,0.0,0.0
1540821095694906448,1,/Users/uni/dl_project_workspace/drone-vision-transformer/data/images/frame_1540821095694906448.jpg,1.5408210955949064e+18,1.5408210956949064e+18,7.48160832414619,-0.00592294838029983,-0.907925948444432,-0.45503162538919,0.0,0.0,0.0
1540821095728118395,0,/Users/uni/dl_project_workspace/drone-vision-transformer/data/images/frame_1540821095728118395.jpg,1.5408210956281183e+18,1.5408210957281183e+18,7.48160832414619,-0.00592294838029983,-0.907925948444432,-0.45503162538919,0.0,0.0,0.0
1540821095728118395,1,/Users/uni/dl_project_workspace/drone-vision-transformer/data/images/frame_1540821095728118395.jpg,1.5408210956281183e+18,1.5408210957281183e+18,7.48160832414619,-0.00592294838029983,-0.907925948444432,-0.45503162538919,0.0,0.0,0.0
1540821095761292551,0,/Users/uni/dl_project_workspace/drone-vision-transformer/data/images/frame_1540821095761292551.jpg,1.5408210956612925e+18,1.5408210957612925e+18,7.48160832414619,-0.00592294838029983,-0.907925948444432,-0.45503162538919,0.0,0.0,0.0
1540821095761292551,1,/Users/uni/dl_project_workspace/drone-vision-transformer/data/images/frame_1540821095761292551.jpg,1.5408210956612925e+18,1.5408210957612925e+18,7.48160832414619,-0.00592294838029983,-0.907925948444432,-0.45503162538919,0.0,0.0,0.0
1540821095794424396,0,/Users/uni/dl_project_workspace/drone-vision-transformer/data/images/frame_1540821095794424396.jpg,1.5408210956944243e+18,1.5408210957944243e+18,7.48160832414619,-0.00592294838029983,-0.907925948444432,-0.45503162538919,0.0,0.0,0.0
1540821095794424396,1,/Users/uni/dl_project_workspace/drone-vision-transformer/data/images/frame_1540821095794424396.jpg,1.5408210956944243e+18,1.5408210957944243e+18,7.48160832414619,-0.00592294838029983,-0.907925948444432,-0.45503162538919,0.0,0.0,0.0
1540821095827645604,0,/Users/uni/dl_project_workspace/drone-vision-transformer/data/images/frame_1540821095827645604.jpg,1.5408210957276457e+18,1.5408210958276457e+18,7.48160832414619,-0.00592294838029983,-0.907925948444432,-0.45503162538919,0.0,0.0,0.0
1540821095827645604,1,/Users/uni/dl_project_workspace/drone-vision-transformer/data/images/frame_1540821095827645604.jpg,1.5408210957276457e+18,1.5408210958276457e+18,7.48160832414619,-0.00592294838029983,-0.907925948444432,-0.45503162538919,0.0,0.0,0.0
1540821095860771915,0,/Users/uni/dl_project_workspace/drone-vision-transformer/data/images/frame_1540821095860771915.jpg,1.5408210957607718e+18,1.5408210958607718e+18,7.48160832414619,-0.00592294838029983,-0.907925948444432,-0.45503162538919,0.0,0.0,0.0
1540821095860771915,1,/Users/uni/dl_project_workspace/drone-vision-transformer/data/images/frame_1540821095860771915.jpg,1.5408210957607718e+18,1.5408210958607718e+18,7.48160832414619,-0.00592294838029983,-0.907925948444432,-0.45503162538919,0.0,0.0,0.0
1540821095893990812,0,/Users/uni/dl_project_workspace/drone-vision-transformer/data/images/frame_1540821095893990812.jpg,1.540821095793991e+18,1.540821095893991e+18,7.48160832414619,-0.00592294838029983,-0.907925948444432,-0.45503162538919,0.0,0.0,0.0
1540821095893990812,1,/Users/uni/dl_project_workspace/drone-vision-transformer/data/images/frame_1540821095893990812.jpg,1.540821095793991e+18,1.540821095893991e+18,7.48160832414619,-0.00592294838029983,-0.907925948444432,-0.45503162538919,0.0,0.0,0.0
1540821095927116500,0,/Users/uni/dl_project_workspace/drone-vision-transformer/data/images/frame_1540821095927116500.jpg,1.5408210958271165e+18,1.5408210959271165e+18,7.48160832414619,-0.00592294838029983,-0.907925948444432,-0.45503162538919,0.0,0.0,0.0
1540821095927116500,1,/Users/uni/dl_project_workspace/drone-vision-transformer/data/images/frame_1540821095927116500.jpg,1.5408210958271165e+18,1.5408210959271165e+18,7.48160832414619,-0.00592294838029983,-0.907925948444432,-0.45503162538919,0.0,0.0,0.0
1540821095960290812,0,/Users/uni/dl_project_workspace/drone-vision-transformer/data/images/frame_1540821095960290812.jpg,1.5408210958602908e+18,1.5408210959602908e+18,7.48160832414619,-0.00592294838029983,-0.907925948444432,-0.45503162538919,0.0,0.0,0.0
1540821095960290812,1,/Users/uni/dl_project_workspace/drone-vision-transformer/data/images/frame_1540821095960290812.jpg,1.5408210958602908e+18,1.5408210959602908e+18,7.48160832414619,-0.00592294838029983,-0.907925948444432,-0.45503162538919,0.0,0.0,0.0
1540821095993464395,0,/Users/uni/dl_project_workspace/drone-vision-transformer/data/images/frame_1540821095993464395.jpg,1.5408210958934643e+18,1.5408210959934643e+18,7.48160832414619,-0.00592294838029983,-0.907925948444432,-0.45503162538919,0.0,0.0,0.0
1540821095993464395,1,/Users/uni/dl_project_workspace/drone-vision-transformer/data/images/frame_1540821095993464395.jpg,1.5408210958934643e+18,1.5408210959934643e+18,7.48160832414619,-0.00592294838029983,-0.907925948444432,-0.45503162538919,0.0,0.0,0.0
1540821096026635552,0,/Users/uni/dl_project_workspace/drone-vision-transformer/data/images/frame_1540821096026635552.jpg,1.5408210959266355e+18,1.5408210960266355e+18,7.48160832414619,-0.00592294838029983,-0.907925948444432,-0.45503162538919,0.0,0.0,0.0
1540821096026635552,1,/Users/uni/dl_project_workspace/drone-vision-transformer/data/images/frame_1540821096026635552.jpg,1.5408210959266355e+18,1.5408210960266355e+18,7.48160832414619,-0.00592294838029983,-0.907925948444432,-0.45503162538919,0.0,0.0,0.0
1540821096059888395,0,/Users/uni/dl_project_workspace/drone-vision-transformer/data/images/frame_1540821096059888395.jpg,1.5408210959598884e+18,1.5408210960598884e+18,7.48160832414619,-0.00592294838029983,-0.907925948444432,-0.45503162538919,0.0,0.0,0.0
1540821096059888395,1,/Users/uni/dl_project_workspace/drone-vision-transformer/data/images/frame_1540821096059888395.jpg,1.5408210959598884e+18,1.5408210960598884e+18,7.48160832414619,-0.00592294838029983,-0.907925948444432,-0.45503162538919,0.0,0.0,0.0
